experiment,config_name,best_epoch,validation_f1_macro,validation_accuracy,epochs_trained,training_time_sec,time_per_epoch_sec,hidden_layers,activation,dropout,use_batch_norm,optimizer,lr,epochs,batch_size
full_grid,config_14,25,0.9430841580250963,0.936734693877551,35,9.20684814453125,0.2630528041294643,[32],relu,0.2,False,adam,0.001,100,128
full_grid,config_152,10,0.9430752419683446,0.936734693877551,20,6.282878160476685,0.31414390802383424,"[128, 64]",relu,0.0,False,adamw,0.0005,100,128
full_grid,config_74,27,0.9430305025604547,0.936734693877551,37,8.238851070404053,0.22267165055146088,[64],tanh,0.0,False,adam,0.001,100,128
full_grid,config_188,5,0.9430212574391778,0.9377551020408164,15,5.583321809768677,0.37222145398457845,"[128, 64]",tanh,0.2,False,adamw,0.0005,100,128
full_grid,config_38,8,0.9429844111685652,0.9377551020408164,18,5.722646951675415,0.3179248306486342,[32],tanh,0.2,False,adam,0.001,100,128
full_grid,config_100,14,0.9428774045686795,0.936734693877551,24,7.381357192993164,0.3075565497080485,"[64, 32]",relu,0.0,False,adam,0.0005,100,128
full_grid,config_91,21,0.9428585994269228,0.936734693877551,31,24.96877098083496,0.8054442251882246,[64],tanh,0.2,False,adamw,0.0005,100,32
full_grid,config_62,29,0.942848011398306,0.936734693877551,39,9.075804233551025,0.2327129290654109,[64],relu,0.2,False,adam,0.001,100,128
full_grid,config_134,5,0.9428417550665834,0.9377551020408164,15,5.440838098526001,0.3627225399017334,"[64, 32]",tanh,0.2,False,adam,0.001,100,128
full_grid,config_13,14,0.9427724467601014,0.936734693877551,24,20.465480089187622,0.8527283370494843,[32],relu,0.2,False,adam,0.001,100,32
full_grid,config_88,14,0.9427303813209603,0.936734693877551,24,6.622988700866699,0.2759578625361125,[64],tanh,0.2,False,adam,0.0005,100,128
full_grid,config_11,17,0.9427245573656238,0.9357142857142857,27,21.00732111930847,0.7780489303447582,[32],relu,0.0,False,rmsprop,0.0005,100,32
full_grid,config_172,23,0.9427175213129716,0.9357142857142857,33,9.554389953613281,0.2895269682913115,"[128, 64]",tanh,0.0,False,adam,0.0005,100,128
full_grid,config_60,19,0.9426936390564725,0.936734693877551,29,8.287463903427124,0.285774617359556,[64],relu,0.0,False,rmsprop,0.0005,100,128
full_grid,config_90,21,0.9426840404357163,0.936734693877551,31,8.134588241577148,0.26240607230894025,[64],tanh,0.2,False,adamw,0.001,100,128
full_grid,config_130,7,0.9426534025924527,0.9357142857142857,17,5.784801006317139,0.3402824121363023,"[64, 32]",tanh,0.0,False,rmsprop,0.001,100,128
full_grid,config_29,13,0.9426493246486434,0.9377551020408164,23,18.199681997299194,0.7912905216217041,[32],tanh,0.0,False,adamw,0.001,100,32
full_grid,config_22,26,0.9426023246638543,0.9357142857142857,36,8.794358015060425,0.24428772264056736,[32],relu,0.2,False,rmsprop,0.001,100,128
full_grid,config_46,9,0.9425832133995902,0.936734693877551,19,6.051033973693848,0.3184754722996762,[32],tanh,0.2,False,rmsprop,0.001,100,128
full_grid,config_77,8,0.9425281814024425,0.9357142857142857,18,15.69911003112793,0.8721727795071073,[64],tanh,0.0,False,adamw,0.001,100,32
full_grid,config_23,31,0.9424542312319414,0.936734693877551,41,31.381053924560547,0.7653915591356231,[32],relu,0.2,False,rmsprop,0.0005,100,32
full_grid,config_175,17,0.9424273645915265,0.9346938775510204,27,26.25375986099243,0.972361476333053,"[128, 64]",tanh,0.0,False,adamw,0.0005,100,32
full_grid,config_190,1,0.942423070527571,0.936734693877551,11,4.350214004516602,0.39547400041060016,"[128, 64]",tanh,0.2,False,rmsprop,0.001,100,128
full_grid,config_41,3,0.9422727735258395,0.936734693877551,13,11.804561853408813,0.9080432194929856,[32],tanh,0.2,False,adamw,0.001,100,32
full_grid,config_39,6,0.9422660744564755,0.936734693877551,16,14.385359764099121,0.8990849852561951,[32],tanh,0.2,False,adam,0.0005,100,32
full_grid,config_31,17,0.9422491525967148,0.9357142857142857,27,22.980302095413208,0.8511222998301188,[32],tanh,0.0,False,adamw,0.0005,100,32
full_grid,config_84,15,0.9421960979858053,0.9357142857142857,25,6.575067043304443,0.2630026817321777,[64],tanh,0.0,False,rmsprop,0.0005,100,128
full_grid,config_26,16,0.9421867895803303,0.9357142857142857,26,6.660210132598877,0.2561619281768799,[32],tanh,0.0,False,adam,0.001,100,128
full_grid,config_132,9,0.9421415849143749,0.936734693877551,19,6.035508155822754,0.31765832399067123,"[64, 32]",tanh,0.0,False,rmsprop,0.0005,100,128
full_grid,config_76,20,0.9421226360430123,0.9346938775510204,30,7.780745983123779,0.2593581994374593,[64],tanh,0.0,False,adam,0.0005,100,128
full_grid,config_47,8,0.9421107807304957,0.936734693877551,18,15.707030057907104,0.8726127809948392,[32],tanh,0.2,False,rmsprop,0.0005,100,32
full_grid,config_79,7,0.942065117025739,0.9357142857142857,17,14.382318258285522,0.8460187210756189,[64],tanh,0.0,False,adamw,0.0005,100,32
full_grid,config_93,14,0.9420636177833936,0.9346938775510204,24,19.118382692337036,0.7965992788473765,[64],tanh,0.2,False,rmsprop,0.001,100,32
full_grid,config_142,4,0.9420263289539127,0.936734693877551,14,5.0420379638671875,0.36014556884765625,"[64, 32]",tanh,0.2,False,rmsprop,0.001,100,128
full_grid,config_147,4,0.9419578262018042,0.9357142857142857,14,13.376110076904297,0.9554364340645927,"[128, 64]",relu,0.0,False,adam,0.0005,100,32
full_grid,config_92,17,0.9419018697171646,0.9357142857142857,27,7.145820140838623,0.2646600052162453,[64],tanh,0.2,False,adamw,0.0005,100,128
full_grid,config_32,10,0.9418109993973928,0.9346938775510204,20,6.241745233535767,0.31208726167678835,[32],tanh,0.0,False,adamw,0.0005,100,128
full_grid,config_15,15,0.9416873780613005,0.9357142857142857,25,20.74885606765747,0.8299542427062988,[32],relu,0.2,False,adam,0.0005,100,32
full_grid,config_43,9,0.9416480885843158,0.936734693877551,19,17.294668912887573,0.9102457322572407,[32],tanh,0.2,False,adamw,0.0005,100,32
full_grid,config_144,11,0.9415801042180448,0.9346938775510204,21,7.022967100143433,0.3344270047687349,"[64, 32]",tanh,0.2,False,rmsprop,0.0005,100,128
full_grid,config_4,36,0.9415515951833543,0.9357142857142857,46,10.925036191940308,0.23750078678131104,[32],relu,0.0,False,adam,0.0005,100,128
full_grid,config_18,14,0.9414956012254586,0.9357142857142857,24,6.7209389209747314,0.28003912170728046,[32],relu,0.2,False,adamw,0.001,100,128
full_grid,config_136,17,0.9414722547146417,0.9357142857142857,27,8.692936897277832,0.3219606258251049,"[64, 32]",tanh,0.2,False,adam,0.0005,100,128
full_grid,config_131,13,0.9414677290745448,0.9377551020408164,23,21.42692804336548,0.9316055671028469,"[64, 32]",tanh,0.0,False,rmsprop,0.0005,100,32
full_grid,config_64,29,0.9414569539059748,0.9357142857142857,39,9.301911115646362,0.23851054142682981,[64],relu,0.2,False,adam,0.0005,100,128
full_grid,config_28,18,0.9414172123766814,0.9346938775510204,28,7.338326930999756,0.2620831046785627,[32],tanh,0.0,False,adam,0.0005,100,128
full_grid,config_63,12,0.9413321583459753,0.9357142857142857,22,17.091392993927002,0.7768814997239546,[64],relu,0.2,False,adam,0.0005,100,32
full_grid,config_156,3,0.9413017714141932,0.9346938775510204,13,4.540843963623047,0.34929568950946516,"[128, 64]",relu,0.0,False,rmsprop,0.0005,100,128
full_grid,config_34,12,0.9412966635320474,0.9336734693877551,22,6.398682117462158,0.29084918715737085,[32],tanh,0.0,False,rmsprop,0.001,100,128
full_grid,config_180,11,0.9411818596740437,0.9357142857142857,21,6.787950754165649,0.32323575019836426,"[128, 64]",tanh,0.0,False,rmsprop,0.0005,100,128
full_grid,config_96,12,0.9410400746564048,0.9346938775510204,22,5.943726062774658,0.2701693664897572,[64],tanh,0.2,False,rmsprop,0.0005,100,128
full_grid,config_104,7,0.940902380574035,0.9336734693877551,17,5.8558900356292725,0.34446411974289837,"[64, 32]",relu,0.0,False,adamw,0.0005,100,128
full_grid,config_36,15,0.940822608966008,0.9346938775510204,25,6.967725038528442,0.2787090015411377,[32],tanh,0.0,False,rmsprop,0.0005,100,128
full_grid,config_40,13,0.9408087223646101,0.9346938775510204,23,6.588582992553711,0.2864601301110309,[32],tanh,0.2,False,adam,0.0005,100,128
full_grid,config_35,5,0.9404932318894476,0.9357142857142857,15,13.313446998596191,0.8875631332397461,[32],tanh,0.0,False,rmsprop,0.0005,100,32
full_grid,config_128,7,0.9404780812112646,0.9346938775510204,17,6.052535057067871,0.3560314739451689,"[64, 32]",tanh,0.0,False,adamw,0.0005,100,128
full_grid,config_42,21,0.9404591734607352,0.9326530612244898,31,8.355464935302734,0.2695311269452495,[32],tanh,0.2,False,adamw,0.001,100,128
full_grid,config_8,23,0.9403641483681253,0.9326530612244898,33,8.6580650806427,0.2623656085043242,[32],relu,0.0,False,adamw,0.0005,100,128
full_grid,config_171,1,0.9401976593793983,0.9346938775510204,11,10.867475032806396,0.9879522757096724,"[128, 64]",tanh,0.0,False,adam,0.0005,100,32
full_grid,config_48,11,0.9401312899657216,0.9336734693877551,21,6.127811908721924,0.29180056708199636,[32],tanh,0.2,False,rmsprop,0.0005,100,128
full_grid,config_9,5,0.9401177631629274,0.9336734693877551,15,12.14814805984497,0.809876537322998,[32],relu,0.0,False,rmsprop,0.001,100,32
full_grid,config_83,3,0.9400738602707432,0.9336734693877551,13,11.075968980789185,0.8519976139068604,[64],tanh,0.0,False,rmsprop,0.0005,100,32
full_grid,config_6,14,0.9398647258402445,0.9326530612244898,24,6.379783868789673,0.2658243278662364,[32],relu,0.0,False,adamw,0.001,100,128
full_grid,config_16,26,0.9395650003968884,0.9336734693877551,36,8.85514497756958,0.24597624937693277,[32],relu,0.2,False,adam,0.0005,100,128
full_grid,config_44,27,0.9394565452376691,0.9326530612244898,37,9.72069787979126,0.2627215643186827,[32],tanh,0.2,False,adamw,0.0005,100,128
full_grid,config_24,15,0.9381629188465366,0.9316326530612244,25,6.585071086883545,0.2634028434753418,[32],relu,0.2,False,rmsprop,0.0005,100,128
simple_grid,config_49,31,0.9463058595767878,0.939795918367347,41,38.24255681037903,0.932745288058025,"[16, 8]",relu,0.0,False,adam,0.001,100,32
simple_grid,config_37,34,0.9460323481486724,0.9377551020408164,44,36.359933376312256,0.8263621221889149,[16],relu,0.0,False,adamw,0.001,100,32
simple_grid,config_21,52,0.9459289273922963,0.939795918367347,62,49.43769335746765,0.7973821509268976,[8],relu,0.0,False,adamw,0.001,100,32
simple_grid,config_35,44,0.9454557841704911,0.939795918367347,54,43.03582692146301,0.7969597578048706,[16],relu,0.0,False,adam,0.0005,100,32
simple_grid,config_19,52,0.9452572086481948,0.9377551020408164,62,47.97424507141113,0.7737781463130828,[8],relu,0.0,False,adam,0.0005,100,32
simple_grid,config_61,48,0.9451745829632061,0.9387755102040817,58,55.888590812683105,0.9635963933221225,"[16, 8]",relu,0.2,False,adamw,0.001,100,32
simple_grid,config_44,69,0.9445714649632876,0.939795918367347,79,19.01401424407959,0.2406837246086024,[16],relu,0.2,False,adam,0.0005,100,128
simple_grid,config_55,41,0.9443965322849905,0.936734693877551,51,46.8634729385376,0.9188916262458352,"[16, 8]",relu,0.0,False,adamw,0.0005,100,32
simple_grid,config_53,18,0.9440194762326434,0.9357142857142857,28,26.072920083999634,0.9311757172857013,"[16, 8]",relu,0.0,False,adamw,0.001,100,32
simple_grid,config_17,37,0.9438192459455264,0.936734693877551,47,37.95451092720032,0.8075427856851132,[8],relu,0.0,False,adam,0.001,100,32
simple_grid,config_20,58,0.9434949128514353,0.9387755102040817,68,15.989929914474487,0.23514602815403657,[8],relu,0.0,False,adam,0.0005,100,128
simple_grid,config_39,33,0.9433845944210758,0.936734693877551,43,34.04340887069702,0.7917071830394656,[16],relu,0.0,False,adamw,0.0005,100,32
simple_grid,config_47,19,0.9433201283659499,0.9357142857142857,29,24.595505237579346,0.8481208702613567,[16],relu,0.2,False,adamw,0.0005,100,32
simple_grid,config_50,27,0.943071299310599,0.9387755102040817,37,10.106631994247437,0.2731522160607415,"[16, 8]",relu,0.0,False,adam,0.001,100,128
simple_grid,config_41,25,0.9429112035217246,0.936734693877551,35,29.528549194335938,0.8436728341238839,[16],relu,0.2,False,adam,0.001,100,32
simple_grid,config_46,50,0.9428392422538935,0.9377551020408164,60,14.796790838241577,0.24661318063735962,[16],relu,0.2,False,adamw,0.001,100,128
simple_grid,config_40,28,0.942760977087996,0.936734693877551,38,9.631408929824829,0.25345812973223236,[16],relu,0.0,False,adamw,0.0005,100,128
simple_grid,config_23,26,0.9418944050280256,0.936734693877551,36,29.583178758621216,0.821754965517256,[8],relu,0.0,False,adamw,0.0005,100,32
simple_grid,config_42,36,0.9418523531026672,0.9357142857142857,46,11.386438131332397,0.24753126372461734,[16],relu,0.2,False,adam,0.001,100,128
simple_grid,config_59,22,0.9414380482302015,0.9346938775510204,32,31.249716997146606,0.9765536561608315,"[16, 8]",relu,0.2,False,adam,0.0005,100,32
simple_grid,config_52,36,0.9413617884860838,0.9346938775510204,46,12.207923889160156,0.2653896497643512,"[16, 8]",relu,0.0,False,adam,0.0005,100,128
simple_grid,config_54,32,0.9413085103077677,0.9357142857142857,42,10.929894924163818,0.2602355934324719,"[16, 8]",relu,0.0,False,adamw,0.001,100,128
simple_grid,config_34,26,0.9412397750705176,0.9346938775510204,36,9.453999042510986,0.26261108451419407,[16],relu,0.0,False,adam,0.001,100,128
simple_grid,config_22,52,0.9410103352423741,0.9346938775510204,62,14.369559049606323,0.23176708144526328,[8],relu,0.0,False,adamw,0.001,100,128
simple_grid,config_45,11,0.9409755616333092,0.9346938775510204,21,18.81456422805786,0.8959316299075172,[16],relu,0.2,False,adamw,0.001,100,32
simple_grid,config_57,21,0.9409604275953731,0.9357142857142857,31,28.654655933380127,0.9243437397864557,"[16, 8]",relu,0.2,False,adam,0.001,100,32
simple_grid,config_26,56,0.940878699121701,0.9357142857142857,66,15.624578952789307,0.23673604473923193,[8],relu,0.2,False,adam,0.001,100,128
simple_grid,config_36,32,0.9408040548047897,0.9357142857142857,42,10.663598775863647,0.2538952089491345,[16],relu,0.0,False,adam,0.0005,100,128
simple_grid,config_33,8,0.9407179215184681,0.9346938775510204,18,15.850190162658691,0.8805661201477051,[16],relu,0.0,False,adam,0.001,100,32
simple_grid,config_43,31,0.9402759697031945,0.9346938775510204,41,34.088104248046875,0.8314171767816311,[16],relu,0.2,False,adam,0.0005,100,32
simple_grid,config_24,32,0.9402360667155706,0.9326530612244898,42,10.689596176147461,0.25451419467017766,[8],relu,0.0,False,adamw,0.0005,100,128
simple_grid,config_63,30,0.9401261429330768,0.9357142857142857,40,39.96008110046387,0.9990020275115967,"[16, 8]",relu,0.2,False,adamw,0.0005,100,32
simple_grid,config_58,24,0.9397641722121494,0.9346938775510204,34,10.149954080581665,0.2985280611935784,"[16, 8]",relu,0.2,False,adam,0.001,100,128
simple_grid,config_48,49,0.9394167736169312,0.9336734693877551,59,14.159281730651855,0.2399878259432518,[16],relu,0.2,False,adamw,0.0005,100,128
simple_grid,config_9,16,0.9393636029258522,0.9306122448979591,26,18.59663987159729,0.7152553796768188,[],relu,0.2,False,adam,0.001,100,32
simple_grid,config_51,10,0.9389360538772661,0.9326530612244898,20,19.218914031982422,0.9609457015991211,"[16, 8]",relu,0.0,False,adam,0.0005,100,32
simple_grid,config_1,27,0.9388521937473558,0.9295918367346939,37,23.821386098861694,0.643821245915181,[],relu,0.0,False,adam,0.001,100,32
simple_grid,config_31,29,0.9386632260868247,0.9346938775510204,39,33.22496294975281,0.8519221269167386,[8],relu,0.2,False,adamw,0.0005,100,32
simple_grid,config_25,15,0.9383947642570477,0.926530612244898,25,20.603028059005737,0.8241211223602295,[8],relu,0.2,False,adam,0.001,100,32
simple_grid,config_32,66,0.9383039446215816,0.9285714285714286,76,17.882395267486572,0.23529467457219175,[8],relu,0.2,False,adamw,0.0005,100,128
simple_grid,config_12,62,0.9382464717578346,0.9316326530612244,72,13.699559926986694,0.190271665652593,[],relu,0.2,False,adam,0.0005,100,128
simple_grid,config_13,32,0.938025374984907,0.9285714285714286,42,27.39336323738098,0.6522229342233568,[],relu,0.2,False,adamw,0.001,100,32
simple_grid,config_30,24,0.9379211881465891,0.9326530612244898,34,9.13162112236023,0.26857709183412437,[8],relu,0.2,False,adamw,0.001,100,128
simple_grid,config_2,49,0.9377408202136864,0.9306122448979591,59,12.155210971832275,0.20602052494630976,[],relu,0.0,False,adam,0.001,100,128
simple_grid,config_29,28,0.9375025323483098,0.9316326530612244,38,31.944207906723022,0.8406370501769217,[8],relu,0.2,False,adamw,0.001,100,32
simple_grid,config_18,24,0.937491421476315,0.9306122448979591,34,8.596941947937012,0.2528512337628533,[8],relu,0.0,False,adam,0.001,100,128
simple_grid,config_7,17,0.9372374467789204,0.9316326530612244,27,18.247742891311646,0.6758423293078387,[],relu,0.0,False,adamw,0.0005,100,32
simple_grid,config_38,18,0.9371789761868846,0.9316326530612244,28,7.661413908004761,0.2736219252858843,[16],relu,0.0,False,adamw,0.001,100,128
simple_grid,config_5,7,0.9370820287026564,0.9306122448979591,17,11.970556020736694,0.704150354160982,[],relu,0.0,False,adamw,0.001,100,32
simple_grid,config_6,30,0.9369892505086288,0.9306122448979591,40,8.303569793701172,0.2075892448425293,[],relu,0.0,False,adamw,0.001,100,128
simple_grid,config_27,21,0.936902121349373,0.9285714285714286,31,25.71374821662903,0.829475748923517,[8],relu,0.2,False,adam,0.0005,100,32
simple_grid,config_62,25,0.9363961982239669,0.9316326530612244,35,10.732085943222046,0.3066310269492013,"[16, 8]",relu,0.2,False,adamw,0.001,100,128
simple_grid,config_56,32,0.9363247990504042,0.9295918367346939,42,11.280054092407227,0.2685727164858863,"[16, 8]",relu,0.0,False,adamw,0.0005,100,128
simple_grid,config_60,65,0.9361895758437695,0.9285714285714286,75,20.477643966674805,0.2730352528889974,"[16, 8]",relu,0.2,False,adam,0.0005,100,128
simple_grid,config_11,17,0.9360646797413549,0.9295918367346939,27,17.48379397392273,0.647547924960101,[],relu,0.2,False,adam,0.0005,100,32
simple_grid,config_15,16,0.9358494329399559,0.9295918367346939,26,18.58264970779419,0.7147172964536227,[],relu,0.2,False,adamw,0.0005,100,32
simple_grid,config_3,19,0.9356685017516208,0.9285714285714286,29,19.690147161483765,0.6789705917753023,[],relu,0.0,False,adam,0.0005,100,32
simple_grid,config_10,23,0.9354435650032711,0.9295918367346939,33,7.21931004524231,0.21876697106794876,[],relu,0.2,False,adam,0.001,100,128
simple_grid,config_16,57,0.9353521368006172,0.9285714285714286,67,13.346386909484863,0.19919980461917705,[],relu,0.2,False,adamw,0.0005,100,128
simple_grid,config_28,52,0.9344878110143728,0.9295918367346939,62,15.3494873046875,0.24757237588205644,[8],relu,0.2,False,adam,0.0005,100,128
simple_grid,config_8,53,0.934305601450287,0.9275510204081633,63,12.694294929504395,0.20149674491276817,[],relu,0.0,False,adamw,0.0005,100,128
simple_grid,config_14,37,0.9336745803606491,0.9275510204081633,47,9.879953861236572,0.2102117842816292,[],relu,0.2,False,adamw,0.001,100,128
simple_grid,config_4,46,0.9332616084546687,0.926530612244898,56,11.074082136154175,0.19775146671703883,[],relu,0.0,False,adam,0.0005,100,128
simple_grid,config_64,57,0.9325375629001,0.9285714285714286,67,18.36239504814148,0.2740655977334549,"[16, 8]",relu,0.2,False,adamw,0.0005,100,128
